Grade,Subject,Topic,SubTopic,title,description,link,index
5,Mathematics,Ratio and Proportion,Introduction to Ratio,"RATIO AND PROPORTION NCERT CLASS 6 CHAPTER 12 EXERCISE 12.1 QUESTION - 5 - MATHS CBSE, RBSE, UP ...","Doubtnut के साथ १००% मार्क्स पायें, आज ही डाउनलोड करें ==== https://doubtnut.app.link/uU6iI4dFjP ==== SCORE ...",https://www.youtube.com/watch?v=2s0Kc0k2ufY,357
5,Mathematics,Roman Numerals,Conversion and comparison of Roman Numerals,Roman Numerals | Maths Concept For Kids | Maths Grade 5 | Periwinkle,Roman Numerals | Maths Concept For Kids | Maths Grade 5 | Periwinkle Watch our other videos: English Stories for Kids: ...,https://www.youtube.com/watch?v=Jd0Hzyc1SMk,358
5,Mathematics,Roman Numerals,Conversion and comparison of Roman Numerals,Roman Numerals Explained With Many Examples!,This video tutorial provides a basic introduction into roman numerals. It explains how to convert a number into a roman ...,https://www.youtube.com/watch?v=MOIJxae_7Pk,358
5,Mathematics,Roman Numerals,Conversion and comparison of Roman Numerals,Cbse 4th CBSE Maths | Roman Numerals | NCERT | CBSE Syllabus | Animated Video,"Please watch: ""How to Set Time Table | Live Videos | NCERT | CBSE | Class 5 to 10 | For All Students"" ...",https://www.youtube.com/watch?v=2G7M8bhkRtA,358
5,Mathematics,Roman Numerals,Conversion and comparison of Roman Numerals,Roman Numerals | 5th Class Mathematics | Digital Teacher,"Roman Numerals, 5th Class Mathematics, English Medium. AP And Telangana State Syllabus Online by Digital Teacher.",https://www.youtube.com/watch?v=4xnEe8zO1ac,358
5,Mathematics,Roman Numerals,Forming Roman Numerals,ROMAN NUMERALS FOR CLASS 3,This video has explanation about ROMAN NUMERALS writing skitl from 0 to 1000. How to write any ROMAN NUMERAL directly ...,https://www.youtube.com/watch?v=vS5F43XSiEI,359
5,Mathematics,Roman Numerals,Forming Roman Numerals,Cbse 4th CBSE Maths | Roman Numerals | NCERT | CBSE Syllabus | Animated Video,"Please watch: ""How to Set Time Table | Live Videos | NCERT | CBSE | Class 5 to 10 | For All Students"" ...",https://www.youtube.com/watch?v=2G7M8bhkRtA,359
5,Mathematics,Roman Numerals,Forming Roman Numerals,Roman Numerals | 5th Class Mathematics | Digital Teacher,"Roman Numerals, 5th Class Mathematics, English Medium. AP And Telangana State Syllabus Online by Digital Teacher.",https://www.youtube.com/watch?v=4xnEe8zO1ac,359
5,Mathematics,Roman Numerals,Forming Roman Numerals,Roman Numerals | Maths Concept For Kids | Maths Grade 5 | Periwinkle,Roman Numerals | Maths Concept For Kids | Maths Grade 5 | Periwinkle Watch our other videos: English Stories for Kids: ...,https://www.youtube.com/watch?v=Jd0Hzyc1SMk,359
5,Mathematics,Roman Numerals,Operations on Roman Numbers,Roman Numerals | 5th Class Mathematics | Digital Teacher,"Roman Numerals, 5th Class Mathematics, English Medium. AP And Telangana State Syllabus Online by Digital Teacher.",https://www.youtube.com/watch?v=4xnEe8zO1ac,360
5,Mathematics,Roman Numerals,Operations on Roman Numbers,Roman Numerals | Maths Concept For Kids | Maths Grade 5 | Periwinkle,Roman Numerals | Maths Concept For Kids | Maths Grade 5 | Periwinkle Watch our other videos: English Stories for Kids: ...,https://www.youtube.com/watch?v=Jd0Hzyc1SMk,360
5,Mathematics,Roman Numerals,Operations on Roman Numbers,Cbse 4th CBSE Maths | Roman Numerals | NCERT | CBSE Syllabus | Animated Video,"Please watch: ""How to Set Time Table | Live Videos | NCERT | CBSE | Class 5 to 10 | For All Students"" ...",https://www.youtube.com/watch?v=2G7M8bhkRtA,360
5,Mathematics,Roman Numerals,Operations on Roman Numbers,Roman Numbers Part 1 || Class 5  Maths CBSE ICSE || Complete Lesson (In Hindi) ||,"Roman Numbers , Part 1, Class 5, CBSE & ICSE Board.",https://www.youtube.com/watch?v=EVo4sgpXEIQ,360
5,Mathematics,Subtraction,Subtraction of large numbers,Subtracting Large Numbers | Maths For Grade 5 | Periwinkle,Subtracting Large Numbers | Maths For Grade 5 | Periwinkle Watch our other videos: English Stories for Kids: ...,https://www.youtube.com/watch?v=apRK3uYnUMI,361
5,Mathematics,Subtraction,Subtraction of large numbers,Class 5 Maths | Addition and Substraction of Large Numbers for 5th Grade Kids | Pearson,This video explains how to add and subtract 7-digit numbers and to verify additon and subtraction using addition and subtraction ...,https://www.youtube.com/watch?v=63jN3AvqDgk,361
5,Mathematics,Subtraction,Subtraction of large numbers,Subtraction of Bigger (5 Digit Number) Numbers with Carry Over | Subtraction | CBSE Class 5 Maths,After completing this video learner will understand the concept of Subtraction of Bigger (5 Digit Number) Numbers with Carry Over.,https://www.youtube.com/watch?v=dwWAcwau_UE,361
5,Mathematics,Subtraction,Subtraction of large numbers,Class 4 Maths | Subtraction of 5 and 6 digit Numbers with Regrouping | Pearson,"This video discusses the steps to subtract 5-digit and 6-digit numbers with regrouping. If you enjoyed this video, don't forget to ...",https://www.youtube.com/watch?v=J66ouCXllhI,361
5,Mathematics,Subtraction,Word Problems,Word problems of subtraction,Word problems of subtraction For Class 3 Series: Mathematics Success Buy online from www.goyal-books.com.,https://www.youtube.com/watch?v=wwex3QpucJ8,362
5,Mathematics,Subtraction,Word Problems,Word Problems on Subtraction | Subtract Numbers | Maths For Class 2 | Maths Basics For CBSE Children,"Pebbles present, Learn Maths For Kids. Live Teacher explanation, Classroom Teaching Lessons to Learn Maths Basics For Class ...",https://www.youtube.com/watch?v=qdOUhPg172s,362
5,Mathematics,Subtraction,Word Problems,Word Problems on Subtraction of Money | Maths For Class 2 | Maths Basics For CBSE Children,"Pebbles present, Learn Maths For Kids. Live Teacher explanation, Classroom Teaching Lessons to Learn Maths Basics For Class ...",https://www.youtube.com/watch?v=A_WsRzvd_78,362
5,Mathematics,Subtraction,Word Problems,Subtraction - Story Problems | Subtraction Multi-Digit Numbers | Periwinkle,Subtraction - Story Problems | Subtraction Multi-Digit Numbers | Periwinkle Watch our other videos: English Stories for Kids: ...,https://www.youtube.com/watch?v=Ij-FcG56zUM,362
5,Mathematics,Symmetry,Introduction to Symmetry,Symmetry,"Useful for CBSE, ICSE, NCERT & International Students Grade: 07 Subject: Maths Lesson: Coordinate Geometry Topic: Symmetry ...",https://www.youtube.com/watch?v=pAT5tsSQQ1c,363
5,Mathematics,Symmetry,Introduction to Symmetry,What is Symmetry? - Basics,We've probably heard the term 'Symmetry' many times. But do we really know what it means? Do we know what Reflectional ...,https://www.youtube.com/watch?v=MtqtIiJsfiE,363
5,Mathematics,Symmetry,Introduction to Symmetry,Symmetry – Reflection and Rotation,We do have an idea about what symmetry is! But what's rotational symmetry? Is it easy to find the order of rotational symmetry ...,https://www.youtube.com/watch?v=s4tS-ZmpJfw,363
5,Mathematics,Symmetry,Introduction to Symmetry,Maths Symmetry part 5 (Symmetry in Numbers and Alphabets) CBSE Class 7  Mathematics VII,Maths Symmetry part 5 (Symmetry in Numbers and Alphabets) CBSE Class 7 Mathematics VII.,https://www.youtube.com/watch?v=f6UMTOKeHgc,363
5,Mathematics,Symmetry,Line and Reflection Symmetry,Symmetry – Reflection and Rotation,We do have an idea about what symmetry is! But what's rotational symmetry? Is it easy to find the order of rotational symmetry ...,https://www.youtube.com/watch?v=s4tS-ZmpJfw,364
5,Mathematics,Symmetry,Line and Reflection Symmetry,Symmetry,"Useful for CBSE, ICSE, NCERT & International Students Grade: 07 Subject: Maths Lesson: Coordinate Geometry Topic: Symmetry ...",https://www.youtube.com/watch?v=pAT5tsSQQ1c,364
5,Mathematics,Symmetry,Line and Reflection Symmetry,What is Symmetry? - Basics,We've probably heard the term 'Symmetry' many times. But do we really know what it means? Do we know what Reflectional ...,https://www.youtube.com/watch?v=MtqtIiJsfiE,364
5,Mathematics,Symmetry,Line and Reflection Symmetry,Maths Symmetry part 4 (Line Symmetry) CBSE Class 6 Mathematics VI,Maths Symmetry part 4 (Line Symmetry) CBSE Class 6 Mathematics VI.,https://www.youtube.com/watch?v=6XNBZmh3F28,364
5,Mathematics,Temperature,Introduction to temperature,"Explore Math Class 5, Unit 16, 02 Temperature",,https://www.youtube.com/watch?v=EFzsqz-yCBk,365
5,Mathematics,Temperature,Introduction to temperature,Temperature,Temperature For Class 5 Series: Mathematics Success Buy online from www.goyal-books.com.,https://www.youtube.com/watch?v=NfLSZSEmJ9E,365
5,Mathematics,Temperature,Introduction to temperature,MEASUREMENT OF TEMPERATURE,"Useful for CBSE, ICSE, NCERT & International Students Grade : 6 Subject : Science Lesson : Motion and Measurement of ...",https://www.youtube.com/watch?v=aTh0VhTs9Bc,365
5,Mathematics,Temperature,Introduction to temperature,Science - What is temperature and how to measure it - English,This video explains what temperature is. It describes about heat energy and temperature. It explains how to measure ...,https://www.youtube.com/watch?v=J157oziu3zQ,365
5,Mathematics,Time,Addition of time,Adding and Subtracting Time,How do you add and subtract time? This video provides a detailed explanation and 4 examples showing how to add and subtract ...,https://www.youtube.com/watch?v=RLKT1_1YXZI,366
5,Mathematics,Time,Addition of time,ADDING TIME (HOURS AND MINUTES),In this video you will learn how to add time (hours and minutes),https://www.youtube.com/watch?v=rODFG8VHNbg,366
5,Mathematics,Time,Addition of time,"Find Time Duration  class 4,5","How to find the time Duration between a start time and a end time Time duration problem, Math problems, standard 5 math ...",https://www.youtube.com/watch?v=ewrnhDLxVPc,366
5,Mathematics,Time,Addition of time,SUBSTRACTING TIME (HOURS AND MINUTES),In this video you will learn how to subtract time(hours and minutes),https://www.youtube.com/watch?v=Yy7pI10t2E0,366
5,Mathematics,Time,Subtraction of time,SUBSTRACTING TIME (HOURS AND MINUTES),In this video you will learn how to subtract time(hours and minutes),https://www.youtube.com/watch?v=Yy7pI10t2E0,367
5,Mathematics,Time,Subtraction of time,Adding and Subtracting Time,How do you add and subtract time? This video provides a detailed explanation and 4 examples showing how to add and subtract ...,https://www.youtube.com/watch?v=RLKT1_1YXZI,367
5,Mathematics,Time,Subtraction of time,ADDING TIME (HOURS AND MINUTES),In this video you will learn how to add time (hours and minutes),https://www.youtube.com/watch?v=rODFG8VHNbg,367
5,Mathematics,Time,Subtraction of time,Adding and subtracting Time (hours and minutes) Hindi,"Today, I will tell you how to add and subtract hours and minutes. In this tutorial you'll see an Easy to use and Easy to remember ...",https://www.youtube.com/watch?v=ypMuiM_waZg,367
5,Mathematics,Triangles,Classification of triangles,"Introduction to Triangles | Types of Triangles | NCERT, CBSE, ICSE, State Syllabus",Let us understand all about Triangles and Its Types with BYJU'S,,368
5,Mathematics,Triangles,Classification of triangles,Classification of triangles on the basis of sides and angles by skp कोणोंऔरभुजाओं केआधार पर tribhuj,"Please watch: ""Factors and multiples गुणज और गुणनखंड by SKP,sir"" https://www.youtube.com/watch?v=VWill1qaEpw ...",https://www.youtube.com/watch?v=02QtU6HXFcs,368
5,Mathematics,Triangles,Classification of triangles,Maths - त्रिभुज के प्रकार - भुजाओं  के माप के आधार पर Triangle Types Based On Sides - Hindi,The video talks about different types of triangles – classification of triangles based on sides. About us: We are a social enterprise ...,https://www.youtube.com/watch?v=yBDd61LDmvs,368
5,Mathematics,Triangles,Classification of triangles,Areas Related to Circle | Class 10 | CBSE | Math | Full Exercise  12.1,Areas Related to Circle | Class 10 | CBSE | Math | Full Exercise 12.1 This video will help you to understand NCERT Class 10 ...,https://www.youtube.com/watch?v=k_E-9qZfRPM,368
5,Mathematics,Triangles,Introduction to triangles,"Introduction to Triangles | Types of Triangles | NCERT, CBSE, ICSE, State Syllabus",Let us understand all about Triangles and Its Types with BYJU'S,,369
5,Mathematics,Triangles,Introduction to triangles,Triangles: Introduction to Triangles and Their Congruency Criteria - STD IX: 01,Get Full Course Delivered at your Home: Call-9826023696 Visit our Website: https://www.m-learning.in Mail us at :info@m ...,https://www.youtube.com/watch?v=cNL_a3z-rW8,369
5,Mathematics,Triangles,Introduction to triangles,Introduction - Triangles Class 9th Maths,"Triangles - Solution for Class 9th mathematics, NCERT & R.D Sharma solutions for Class 9th Maths. Get Textbook solutions for ...",https://www.youtube.com/watch?v=5mI68oYTZTk,369
5,Mathematics,Triangles,Introduction to triangles,Triangles Introduction,"Here in this video, I have explained about triangles. Here I am explained about vertices, sides and angles, definition of triangles, ...",https://www.youtube.com/watch?v=PT-Lq039LkQ,369
5,Mathematics,Variation,Introduction to Speed Distance Time,"Distance and Displacment | Physics | School Syllabus - CBSE, ICSE, State, NCERT",Learn how to measure motion in terms of Distance and Displacement,,370
5,Mathematics,Variation,Introduction to Speed Distance Time,"Speed, Distance and Time","Rachna Sagar Pvt. Ltd. is an educational publisher, publishing books for grades Pre-School to 12 for CBSE and ICSE boards.",https://www.youtube.com/watch?v=CynO4LXcDi0,370
5,Mathematics,Variation,Introduction to Speed Distance Time,"Speed, Time and Distance Class 5 (Average Speed) with short tricks in hindi | by Sandeep Chauhan sir",Namaskar dosto... Ye meri #Speed #Time & #Distance ki fifth class hai jismai maine aapko is topic se related average speed ke ...,https://www.youtube.com/watch?v=NuV-mwp2i2Y,370
5,Mathematics,Variation,Introduction to Speed Distance Time,"Best TIME SPEED & DISTANCE concepts , unique questions By Gagan Pratap☺️ for CGL,CHSL,CPO,CDS,CAT,",MATHS SPL. (PRE+MAINS) 💥 #BY_GAGAN_PRATAP_SIR 📢LIVE CLASS ONLINE BATCH STARTS FROM 26-AUGUST-2019 ...,https://www.youtube.com/watch?v=MoHfYCG_3c0,370
5,Mathematics,Volume and Surface Area,Volume of Cube and Cuboid,"""volume of cube & cuboid"" class 5 msth  cbse math by priyanka mam",PERSONAL TUTOR IS ONE OF THE PIONEER IN THE FIELD OF EDUCATION WHICH PROVIDES EDUCATIONAL SERVICES PAN INDIA WITH THE HELP OF ...,https://www.youtube.com/watch?v=yQ846Yluc2c,371
5,Mathematics,Volume and Surface Area,Volume of Cube and Cuboid,Volume of Cube Cuboid and Cylinder | Surface Area and Volume | Math | LetsTute,"Check out our video on ""Volume of Cube Cuboid & Cylinder"" In this video of Surface Areas and Volumes We will study how to find ...",https://www.youtube.com/watch?v=qsxdf2517EQ,371
5,Mathematics,Volume and Surface Area,Volume of Cube and Cuboid,Surface area and volume of a cube,"Useful for CBSE, ICSE, NCERT & International Students Grade: 08 Subject: Maths Lesson: Mensuration Topic: Surface area and ...",https://www.youtube.com/watch?v=3ZJx30HWAis,371
5,Mathematics,Volume and Surface Area,Volume of Cube and Cuboid,Maths Surface Area & Volumes part 15 (Volume: Cuboid & Cube) CBSE class 9 Mathematics IX,Maths Surface Area & Volumes part 15 (Volume: Cuboid & Cube) CBSE class 9 Mathematics IX.,https://www.youtube.com/watch?v=uLiyuS3Z-0g,371
5,Mathematics,Weight,Multiplication and Division of weights,Multiplication of Integers,Learn through interactive videos For more such videos download BYJUS,,372
5,Mathematics,Weight,Multiplication and Division of weights,Multiplication and Division of Weights,Multiplication and Division of Weights.,https://www.youtube.com/watch?v=3So5QN7yuCI,372
5,Mathematics,Weight,Multiplication and Division of weights,Multiplication & Division of Weight Measures,Multiplication & Division of Weight Measures.,https://www.youtube.com/watch?v=Qn7FuWoJnFI,372
5,Mathematics,Weight,Multiplication and Division of weights,Maths - Measurement Weight - English,The video shows how to measure weight. It explains the relation between units of weight and also shows the conversions (e.g. gm ...,https://www.youtube.com/watch?v=Fd6Y3c0LePM,372
5,Science,Air,Atmosphere,ATMOSPHERE,"Useful for CBSE, ICSE, NCERT & International Students Grade 07 Subject: Physics Lesson : Our universe Topic: Atmosphere The ...",https://www.youtube.com/watch?v=4KYvNPJi2lQ,373
5,Science,Air,Atmosphere,Components of Air,Class 6: Science: Air: Components of Air.,https://www.youtube.com/watch?v=rd-kZMr_mxY,373
5,Science,Air,Atmosphere,Composition of air,Composition of air.,https://www.youtube.com/watch?v=EauB99BKLq8,373
5,Science,Air,Atmosphere,Air Density & Movement of Air Molecules,Air Density & Movement of Air Molecules Karthik Narayanan Narayana e_Techno School.,https://www.youtube.com/watch?v=Gq8WC3QTdT0,373
5,Science,Air,Properties of air,Properties of Air,Class 6: Science: Air: Properties of Air.,https://www.youtube.com/watch?v=mQFwWu49jys,374
5,Science,Animal Life,Introduction to Animal Life,Animal Life CBSE class 5 Science,In this video you will know 1. Habitats 2. Animals depend on other living things for food 3. How the bodies of animals are suited to ...,https://www.youtube.com/watch?v=fX956xxx2A8,375
5,Science,Animal Life,Introduction to Animal Life,Animal Life - CBSE Class V Science lesson,Animal Life - CBSE Class V Science lesson by Soma Mukhopadhyay Animal Life Habitat and Adaptation The environment in ...,https://www.youtube.com/watch?v=-gyykaG-A7U,375
5,Science,Animal Life,Introduction to Animal Life,"Animal Life - Part 1, 5th Standard, Science, CBSE",Visit Wonderslate to read FREE NCERT textbooks: https://goo.gl/J8Y8ns Download Wonderslate Android App: ...,https://www.youtube.com/watch?v=zRiDvigSG-M,375
5,Science,Animal Life,Introduction to Animal Life,ANIMAL LIFE,"Useful for CBSE, ICSE, NCERT & International Students Grade 3 Subject: EVS Lesson : The Animal World Topic: ANIMAL LIFE All ...",https://www.youtube.com/watch?v=MX0cDdyt3NA,375
5,Science,Diseases,Introduction to disease,"Class 5 Science Diseases | Class 5 Food, Health & Safety  | CBSE #Class5th #Science","CBSE Class 5 Science about diseases, food, health and safety in this video. After completing this video learner will understand ...",https://www.youtube.com/watch?v=lrb83UxKKLQ,376
5,Science,Diseases,Introduction to disease,Diseases,"Useful for CBSE, ICSE, NCERT & International Students Grade : 5 Subject : Environmental Science Lesson : Organ Systems of the ...",https://www.youtube.com/watch?v=4uxjhGIlHMM,376
5,Science,Diseases,Introduction to disease,Classification of Diseases,"Useful for CBSE, ICSE, NCERT & International Students Grade 8 Subject: Biology Lesson :Common Diseases Topic: ...",https://www.youtube.com/watch?v=fu_2VRAfDP0,376
5,Science,Diseases,Introduction to disease,Human Health & Disease | Biology | Science | LetsTute,"Check out our video on ""Health & Disease"" Every human being is the author of his/her own health and disease. This video is ...",https://www.youtube.com/watch?v=jXcUaLPivVU,376
5,Science,Diseases,Prevention of disease,Diseases,"Useful for CBSE, ICSE, NCERT & International Students Grade : 5 Subject : Environmental Science Lesson : Organ Systems of the ...",https://www.youtube.com/watch?v=4uxjhGIlHMM,377
5,Science,Diseases,Prevention of disease,Diseases,"Changes to our climate can also mean more risk of diseases spread by mosquitoes, ticks, fleas, and rodents. This short video ...",https://www.youtube.com/watch?v=kb4iebuly44,377
5,Science,Diseases,Prevention of disease,Non communicable diseases class 5 CBSE in hindi,"""NCERT - Class 5 - Science - Non communicable diseases"" Chapter explained in detail with examples. #EDUCATIONGURUONLINE ...",https://www.youtube.com/watch?v=v7B2Jq-RMpE,377
5,Science,Diseases,Types of diseases,"Why do we fall ill, Science class 9 Chapter 13 explanation","Why do we fall ill, Science class 9 Chapter 13 explanation. Class 10 Science Lessons ...",https://www.youtube.com/watch?v=Gro5rKd5mvA,378
5,Science,Energy,Conservation of Energy,ENERGY CONSERVATION,"Useful for CBSE, ICSE, NCERT & International Students Grade : 6 Subject : Science Lesson : Work and Energy Topic: ENERGY ...",https://www.youtube.com/watch?v=YxnwCWhRZQw,379
5,Science,Energy,Conservation of Energy,How to verify Conservation of Energy : School Science Project,This simple experiment will prove the law of conservation of energy that sates that energy can neither be created not can be ...,https://www.youtube.com/watch?v=eulQktEZkjM,379
5,Science,Energy,Conservation of Energy,Physics Work & Energy part 4 (Conservation of Energy) CBSE class 9 IX,Physics Work & Energy part 4 (Conservation of Energy) CBSE class 9 IX.,https://www.youtube.com/watch?v=uEzCP-FMn8o,379
5,Science,Energy,Conservation of Energy,4. Conservation of Energy and Power [Work and Energy (Class 9 CBSE)],In this lecture we will see application of concept of conservation of energy and also discuss the concept of power.,https://www.youtube.com/watch?v=AWtvwEh-q2w,379
5,Science,Energy,Forms of Energy,Kinetic Energy and Potential Energy. What's Kinetic Energy?,Energy associated with Motion. Learn through interactive videos.,,380
5,Science,Energy,Forms of Energy,Forms of Energy,Class 9: Physics: Work and Energy: Forms of Energy.,https://www.youtube.com/watch?v=YyrOVdeQWNM,380
5,Science,Energy,Forms of Energy,"Work done against gravity, energy, forms of energy, types of energy class 9th physics",,https://www.youtube.com/watch?v=BRnZ6I16ztM,380
5,Science,Energy,Forms of Energy,Sources of Energy Science Physics Chapter 14 CBSE (NCERT) Class 10 (X) Science,Source of energy class 10 This is the video of the fourteenth chapter (Chapter 14) of Class 10 Science – Sources of Energy This is ...,https://www.youtube.com/watch?v=-WIu0-nJll4,380
5,Science,Energy,Inter Conversion of Energy,Kinetic Energy and Potential Energy. What's Kinetic Energy?,Energy associated with Motion. Learn through interactive videos.,,381
5,Science,Energy,Inter Conversion of Energy,"Matric part 1 Physics, ch 6, Interconversion of Energy - ch 6 Work and Energy - 9th Class Physics","ilmkidunya.com has brought to you Lecture of Vaneeza Abbas on ""9th Class Physics Chapter 6 Work and Energy. Topic 6.6 ...",https://www.youtube.com/watch?v=SwQaDbwyaiE,381
5,Science,Energy,Inter Conversion of Energy,PHYSICS: ENERGY TRANSFORMATION [ AboodyTV ],"Energy is an essential thing in our live, without energy nothing can happen. In this video I will explain to you what the different ...",https://www.youtube.com/watch?v=O4Rxb-3jIqQ,381
5,Science,Energy,Introduction to Energy,Kinetic Energy and Potential Energy. What's Kinetic Energy?,Energy associated with Motion. Learn through interactive videos.,,382
5,Science,Energy,Introduction to Energy,SOURCES OF ENERGY,"Useful for CBSE, ICSE, NCERT & International Students Grade : 6 Subject : Science Lesson : Work and Energy Topic: SOURCES ...",https://www.youtube.com/watch?v=ZsXQ9ijV54w,382
5,Science,Energy,Introduction to Energy,Physics Work & Energy part 1 (Introduction to Work & Numericals) CBSE class 9 IX,Physics Work & Energy part 1 (Introduction to Work & Numericals) CBSE class 9 IX.,https://www.youtube.com/watch?v=IrjoZ8ciHDE,382
5,Science,Energy,Introduction to Energy,WORK AND ENERGY (FULL CHAPTER) |CLASS 9 CBSE,"WORK AND ENERGY (FULL CHAPTER) |CLASS 9 CBSE, WITH ALL FORMULAS, NUMERICAL PROBLEMS, WORK, POWER, ENERGY, KINETIC ENERGY ...",https://www.youtube.com/watch?v=3dkRRnp5NLM,382
5,Science,Energy,Non renewable Sources of Energy,What are the main energy sources of the world?,"what are the main energy sources of the world, solar energy, solar, renewable energy, solar panels, wind turbine, wind energy, ...",https://www.youtube.com/watch?v=2P0GLH_4Upw,383
5,Science,Energy,Renewable Sources of Energy,What are the main energy sources of the world?,"what are the main energy sources of the world, solar energy, solar, renewable energy, solar panels, wind turbine, wind energy, ...",https://www.youtube.com/watch?v=2P0GLH_4Upw,384
5,Science,Energy,Renewable Sources of Energy,CSS Exam 2018/2019 Renewable and Non-Renewable Sources of Energy,CSS 2018 tutorial on Watercycle and its major components. CSS 2018 tutorials for CSS preparation In this video we will learn ...,https://www.youtube.com/watch?v=TSsIOGBz2v4,384
5,Science,Food,Balanced Diet,"Components Of Food | Nutrients, Balanced Diet, Nutritional Deficiency | Science Class 6 | Deepanshi","Components Of Food, explaining some important topics such as: Major Nutrients Of Food Balanced Diet Diseases Caused Due ...",https://www.youtube.com/watch?v=I1ffbVovAKw,385
5,Science,Food,Balanced Diet,Balanced Diet,Class 6: Science: Components of Food: Balanced Diet.,https://www.youtube.com/watch?v=DcYdsCmayVo,385
5,Science,Food,Balanced Diet,Healthy Well Balanced Diet - Science 3/4,,https://www.youtube.com/watch?v=HJRY3jZxbeM,385
5,Science,Food,Balanced Diet,component of food  class 6 NCERT  Get 100/100 with GUARANTEE,This video contian chapter component of food class 6 and topics related to component of food like ;-- each dish is usually ...,https://www.youtube.com/watch?v=jyJpQlK27KM,385
5,Science,Food,Composition of food,Food and Health CBSE Class 5 Science,In this video you will know 1. To identify the nutrients different foods have 2. To recognise the importance of a balanced diet in ...,https://www.youtube.com/watch?v=2AVxnxlOWuE,386
5,Science,Food,Composition of food,Food and Health Class 5 Science by CBSE Lectures,,https://www.youtube.com/watch?v=SyD008pu0VA,386
5,Science,Food,Composition of food,Food Pyramid - Nutrition Table - Food and its groups for kids,This video provides information about the four groups of food.It explains about the healthy eating habits and sources of different ...,https://www.youtube.com/watch?v=Q413VcqOlyU,386
5,Science,Food,Composition of food,Balanced Diet | #aumsum,Balanced Diet. Proteins help in growth and repair of body. Vitamins and minerals protect our body from various diseases ...,https://www.youtube.com/watch?v=YimuIdEZSNY,386
5,Science,Food,Introduction to food,FOOD AND HEALTH,"Useful for CBSE, ICSE, NCERT & International Students Grade 3 Subject: EVS Lesson : FOOD AND HEALTH Topic: FOOD AND ...",https://www.youtube.com/watch?v=g1ZMB5EeeNM,387
5,Science,Food,Introduction to food,Food | Class 1 CBSE Science | Science Syllabus Live Videos | Video Training,"Please watch: ""How to Set Time Table | Live Videos | NCERT | CBSE | Class 5 to 10 | For All Students"" ...",https://www.youtube.com/watch?v=NQHL9QxeNtU,387
5,Science,Food,Introduction to food,Food Pyramid - Nutrition Table - Food and its groups for kids,This video provides information about the four groups of food.It explains about the healthy eating habits and sources of different ...,https://www.youtube.com/watch?v=Q413VcqOlyU,387
5,Science,Food,Introduction to food,Science - Human Food & Nutrients - English,"This video explains about different types of food and their importance (e.g. importance of protein in body building, importance of ...",https://www.youtube.com/watch?v=wsU_O2QbvfM,387
5,Science,Force,Introduction to Force,Physics - What is Force?,Do we really know what Force means? Is it just a push or a pull on an object? Or is there something more to it? Watch this ...,https://www.youtube.com/watch?v=IJWEtCRWGvI,388
5,Science,Force,Introduction to Force,"5 class V Science CBSE Science Force, work and energy","class V Science Force, work and energy.Work is said to be done, only when the applied force causes a change in the position of ...",https://www.youtube.com/watch?v=cr445x1u0cY,388
5,Science,Force,Introduction to Force,FORCE AND LAWS OF MOTION (FULL CHAPTER) | CLASS 9 CBSE,SUPPORT OUR WORK / DONATE :- https://tinyurl.com/Donate-Edumantra FORCE AND LAWS OF MOTION (FULL CHAPTER) | CLASS 9 CBSE ...,https://www.youtube.com/watch?v=-0asTLcK5S0,388
5,Science,Force,Introduction to Force,Physics Force & Laws of Motion part 1 (Introduction Balanced & unbalanced force) CBSE class 9 IX,Physics Force & Laws of Motion part 1 (Introduction Balanced & unbalanced force) CBSE class 9 IX,https://www.youtube.com/watch?v=cwLMejalz-E,388
5,Science,Force,Types of Forces,Force and Newton's Laws of Motion : CBSE Class 9 IX Science,"Force and Newton's Laws of Motion : CBSE Class 9 IX Science Hello students, in this video we are going to study topics such as, ...",https://www.youtube.com/watch?v=VvQZ3ZLnaMo,389
5,Science,Force,Types of Forces,Chapter 9: Force and Laws of Motion | CBSE NCERT Class 9 IX Physics | Theory + Solved Examples,Chapter 9: Force and Laws of Motion | CBSE NCERT Class 9 IX Physics | Theory + Solved Examples Topics Covered: Definition ...,https://www.youtube.com/watch?v=RdMUEEyP3Xc,389
5,Science,Force,Types of Forces,"CBSE science std 05 force, work and energy video lesson 1 part 2","In this session teacher has discussed about - Force, work, and energy. Effect of force, Types of forces – Gravitational force, Normal ...",https://www.youtube.com/watch?v=yq7xevCVZkU,389
5,Science,Force,Types of Forces,Force: Introduction,Includes: -Introduction to force. -Types of Forces -Examples.,https://www.youtube.com/watch?v=AOLz1UbWTak,389
5,Science,Houses,Introduction to houses,CBSE Class 2 Science : Our Houses | Class 2 Science School Syllabus | CBSE Class 2 Videos | NCERT,"Please watch: ""How to Set Time Table | Live Videos | NCERT | CBSE | Class 5 to 10 | For All Students"" ...",https://www.youtube.com/watch?v=gmNQb8Yx6CU,390
5,Science,Houses,Introduction to houses,Houses | Class 1 CBSE Science | Science Syllabus Live Videos | Video Training,"Please watch: ""How to Set Time Table | Live Videos | NCERT | CBSE | Class 5 to 10 | For All Students"" ...",https://www.youtube.com/watch?v=GQZeDLVy1Do,390
5,Science,Houses,Introduction to houses,Science - Different Types of Houses and Building Materials  - English,It explains about types of houses and importance of house. It also explains which house is suitable for which kind of climate ...,https://www.youtube.com/watch?v=-casfzsV8p4,390
